URL: /
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /css/styles.css
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /css/styles.css
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

::1 - - [29/Dec/2023:05:35:28 +0000] "GET /movies/free%20guy HTTP/1.1" 400 15 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:37:55 +0000] "GET /movies/Free%20Guy HTTP/1.1" 200 354 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:38:50 +0000] "GET /movies/comedy HTTP/1.1" 400 15 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:39:15 +0000] "GET /movies/genra/Comedy HTTP/1.1" 404 158 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:39:28 +0000] "GET /movies/genra/comedy HTTP/1.1" 404 158 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:39:51 +0000] "GET /movies/genra/Comedy HTTP/1.1" 404 158 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:40:01 +0000] "GET /movies/genre/Comedy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:41:24 +0000] "GET /movies/genre/Comedy HTTP/1.1" 200 87 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:42:29 +0000] "GET /movies HTTP/1.1" 500 667 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:43:18 +0000] "GET /movies HTTP/1.1" 500 667 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:47:41 +0000] "GET /movies/Free%20Guy HTTP/1.1" 200 354 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:49:43 +0000] "GET /movies/genre/Comedy HTTP/1.1" 200 87 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:52:08 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:53:42 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:53:47 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:54:39 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:54:43 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:54:45 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:55:54 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:58:35 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:01:22 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:01:30 +0000] "GET /movies/Directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:01:35 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:01:44 +0000] "GET /movies/directors/shawn%20levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:01:53 +0000] "GET /movies/directors/shawn%levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:01:57 +0000] "GET /movies/directors/shawn%20levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:02:15 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:03:04 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:03:25 +0000] "GET /movies/directors/Shawn%20Levy HTTP/1.1" 500 21 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:03:31 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:04:00 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:04:11 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:07:30 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 404 167 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:08:18 +0000] "GET /movies/director/Shawn%20Levy HTTP/1.1" 200 117 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:20:23 +0000] "POST /users HTTP/1.1" 400 11 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:20:39 +0000] "POST /users HTTP/1.1" 400 11 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:21:52 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:25:08 +0000] "PUT /users/1 HTTP/1.1" 404 146 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:25:37 +0000] "POST /users HTTP/1.1" 400 11 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:26:26 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:06:28:12 +0000] "POST /users1 HTTP/1.1" 404 146 "-" "PostmanRuntime/7.36.0"
